
--- Excluded from Scoring (5 events) ---
start_s end_s    label
  00:28 00:33 laughter
  02:46 03:16 obscured
  03:20 03:25 obscured
  03:47 03:55 obscured
  04:21 04:26 obscured
  (not scored — model is not expected to detect these labels)

==============================================================
  Advanced Analysis: 20260501_194746_mp_hs_S08_Vid18_mixed.csv
  signal_col=hs_fear  threshold=0.7  min_frames=10  window=15fr  fill=65%
  pad_start=-0.5s  pad_end=+1.0s
==============================================================
  Precision : 100.00%  (how clean are your triggers?)
  Recall    : 30.77%  (how many scares did you catch?)
  F1-Score  : 0.4706
  Triggers  : 4 total  (4 TP / 0 FP)
  GT Events : 4/13 caught  (5 excluded from scoring)

--- Recall by Label (scoreable) ---
label  caught  total recall_%
 fear       4     13      31%

--- Missed Events (False Negatives) ---
 time label  peak_hs_fear  mean_hs_fear face_detected_%
00:09  fear         0.549         0.154             75%
00:19  fear         0.763         0.185             70%
00:24  fear         0.832         0.454            100%
00:44  fear         0.563         0.276            100%
01:15  fear         0.704         0.205            100%
01:29  fear         0.631         0.171            100%
02:02  fear         0.458         0.151             89%
02:15  fear         0.389         0.081             74%
02:42  fear         0.794         0.102             76%

======================================================================
  === Formula: hs_fear (hs_fear) ===
  pad_start=0.5s  pad_end=1.0s  fill_ratio=65%
======================================================================
 Thresh   MinFr    Win      Prec       Rec        F1   Triggers
   0.50      10  strict    90.91%    58.82%    0.7143         11
   0.50      10     10    90.91%    86.96%    0.8889         22 <-- BEST F1
   0.50      10     15    86.67%    68.42%    0.7647         15
   0.50      10     20    90.00%    60.00%    0.7200         10
   0.50      12  strict    88.89%    50.00%    0.6400          9
   0.50      12     10    89.47%    80.95%    0.8500         19
   0.50      12     15    86.67%    68.42%    0.7647         15
   0.50      12     20    90.00%    60.00%    0.7200         10
   0.50      15  strict    87.50%    46.67%    0.6087          8
   0.50      15     10    87.50%    70.00%    0.7778         16
   0.50      15     15    86.67%    68.42%    0.7647         15
   0.50      15     20    90.00%    60.00%    0.7200         10

   0.60       5  strict    93.75%    68.18%    0.7895         16
   0.60       5     10    92.31%    63.16%    0.7500         13
   0.60       5     15    87.50%    46.67%    0.6087          8
   0.60       5     20    83.33%    38.46%    0.5263          6
   0.60       8  strict    88.89%    50.00%    0.6400          9
   0.60       8     10    92.31%    63.16%    0.7500         13
   0.60       8     15    87.50%    46.67%    0.6087          8
   0.60       8     20    83.33%    38.46%    0.5263          6
   0.60      10  strict    83.33%    35.71%    0.5000          6
   0.60      10     10    92.31%    63.16%    0.7500         13
   0.60      10     15    87.50%    46.67%    0.6087          8
   0.60      10     20    83.33%    38.46%    0.5263          6
   0.60      12  strict    80.00%    30.77%    0.4444          5
   0.60      12     10    91.67%    61.11%    0.7333         12
   0.60      12     15    87.50%    46.67%    0.6087          8
   0.60      12     20    83.33%    38.46%    0.5263          6
   0.60      15  strict    75.00%    23.08%    0.3529          4
   0.60      15     10    91.67%    61.11%    0.7333         12
   0.60      15     15    87.50%    46.67%    0.6087          8
   0.60      15     20    83.33%    38.46%    0.5263          6

   0.70       5  strict   100.00%    43.75%    0.6087          7
   0.70       5     10   100.00%    46.67%    0.6364          7
   0.70       5     15   100.00%    30.77%    0.4706          4
   0.70       5     20   100.00%    23.08%    0.3750          3
   0.70       8  strict   100.00%    35.71%    0.5263          5
   0.70       8     10   100.00%    46.67%    0.6364          7
   0.70       8     15   100.00%    30.77%    0.4706          4
   0.70       8     20   100.00%    23.08%    0.3750          3
   0.70      10  strict   100.00%    35.71%    0.5263          5
   0.70      10     10   100.00%    46.67%    0.6364          7
   0.70      10     15   100.00%    30.77%    0.4706          4
   0.70      10     20   100.00%    23.08%    0.3750          3
   0.70      12  strict   100.00%    23.08%    0.3750          3
   0.70      12     10   100.00%    35.71%    0.5263          5
   0.70      12     15   100.00%    30.77%    0.4706          4
   0.70      12     20   100.00%    23.08%    0.3750          3
   0.70      15  strict   100.00%     7.69%    0.1429          1
   0.70      15     10   100.00%    35.71%    0.5263          5
   0.70      15     15   100.00%    30.77%    0.4706          4
   0.70      15     20   100.00%    23.08%    0.3750          3

   0.80       5  strict   100.00%     7.69%    0.1429          1
   0.80       5     10   100.00%     7.69%    0.1429          1
   0.80       5     15   100.00%     7.69%    0.1429          1
   0.80       5     20     0.00%     0.00%    0.0000          0
   0.80       8  strict   100.00%     7.69%    0.1429          1
   0.80       8     10   100.00%     7.69%    0.1429          1
   0.80       8     15   100.00%     7.69%    0.1429          1
   0.80       8     20     0.00%     0.00%    0.0000          0
   0.80      10  strict   100.00%     7.69%    0.1429          1
   0.80      10     10   100.00%     7.69%    0.1429          1
   0.80      10     15   100.00%     7.69%    0.1429          1
   0.80      10     20     0.00%     0.00%    0.0000          0
   0.80      12  strict   100.00%     7.69%    0.1429          1
   0.80      12     10   100.00%     7.69%    0.1429          1
   0.80      12     15   100.00%     7.69%    0.1429          1
   0.80      12     20     0.00%     0.00%    0.0000          0
   0.80      15  strict     0.00%     0.00%    0.0000          0
   0.80      15     10   100.00%     7.69%    0.1429          1
   0.80      15     15   100.00%     7.69%    0.1429          1
   0.80      15     20     0.00%     0.00%    0.0000          0

======================================================================
  === Formula: f8 (mp_only) ===
  pad_start=0.5s  pad_end=1.0s  fill_ratio=65%
======================================================================
 Thresh   MinFr    Win      Prec       Rec        F1   Triggers
   0.40       5  strict    36.67%    81.48%    0.5057         60
   0.40       5     10    36.36%    76.19%    0.4923         44
   0.40       5     15    46.43%    72.22%    0.5652         28
   0.40       5     20    52.63%    66.67%    0.5882         19
   0.40       8  strict    46.15%    78.26%    0.5806         39
   0.40       8     10    36.36%    76.19%    0.4923         44
   0.40       8     15    46.43%    72.22%    0.5652         28
   0.40       8     20    52.63%    66.67%    0.5882         19
   0.40      10  strict    48.48%    72.73%    0.5818         33
   0.40      10     10    36.36%    76.19%    0.4923         44
   0.40      10     15    46.43%    72.22%    0.5652         28
   0.40      10     20    52.63%    66.67%    0.5882         19
   0.40      12  strict    45.83%    57.89%    0.5116         24
   0.40      12     10    36.36%    76.19%    0.4923         44
   0.40      12     15    46.43%    72.22%    0.5652         28
   0.40      12     20    52.63%    66.67%    0.5882         19
   0.40      15  strict    46.15%    40.00%    0.4286         13
   0.40      15     10    37.84%    73.68%    0.5000         37
   0.40      15     15    46.43%    72.22%    0.5652         28
   0.40      15     20    52.63%    66.67%    0.5882         19

   0.50       5  strict    47.06%    66.67%    0.5517         34
   0.50       5     10    48.00%    63.16%    0.5455         25
   0.50       5     15    58.82%    55.56%    0.5714         17
   0.50       5     20    58.33%    46.67%    0.5185         12
   0.50       8  strict    52.38%    57.89%    0.5500         21
   0.50       8     10    48.00%    63.16%    0.5455         25
   0.50       8     15    58.82%    55.56%    0.5714         17
   0.50       8     20    58.33%    46.67%    0.5185         12
   0.50      10  strict    52.94%    50.00%    0.5143         17
   0.50      10     10    48.00%    63.16%    0.5455         25
   0.50      10     15    58.82%    55.56%    0.5714         17
   0.50      10     20    58.33%    46.67%    0.5185         12
   0.50      12  strict    50.00%    43.75%    0.4667         14
   0.50      12     10    47.83%    57.89%    0.5238         23
   0.50      12     15    58.82%    55.56%    0.5714         17
   0.50      12     20    58.33%    46.67%    0.5185         12
   0.50      15  strict    44.44%    28.57%    0.3478          9
   0.50      15     10    55.00%    57.89%    0.5641         20
   0.50      15     15    58.82%    55.56%    0.5714         17
   0.50      15     20    58.33%    46.67%    0.5185         12

   0.60       5  strict    46.15%    57.14%    0.5106         26
   0.60       5     10    52.94%    50.00%    0.5143         17
   0.60       5     15    53.33%    47.06%    0.5000         15
   0.60       5     20    44.44%    30.77%    0.3636          9
   0.60       8  strict    50.00%    50.00%    0.5000         18
   0.60       8     10    52.94%    50.00%    0.5143         17
   0.60       8     15    53.33%    47.06%    0.5000         15
   0.60       8     20    44.44%    30.77%    0.3636          9
   0.60      10  strict    46.67%    43.75%    0.4516         15
   0.60      10     10    52.94%    50.00%    0.5143         17
   0.60      10     15    53.33%    47.06%    0.5000         15
   0.60      10     20    44.44%    30.77%    0.3636          9
   0.60      12  strict    50.00%    40.00%    0.4444         12
   0.60      12     10    52.94%    50.00%    0.5143         17
   0.60      12     15    53.33%    47.06%    0.5000         15
   0.60      12     20    44.44%    30.77%    0.3636          9
   0.60      15  strict    55.56%    33.33%    0.4167          9
   0.60      15     10    56.25%    50.00%    0.5294         16
   0.60      15     15    53.33%    47.06%    0.5000         15
   0.60      15     20    44.44%    30.77%    0.3636          9

   0.70       5  strict    45.83%    55.00%    0.5000         24
   0.70       5     10    50.00%    47.06%    0.4848         16
   0.70       5     15    53.85%    43.75%    0.4828         13
   0.70       5     20    42.86%    23.08%    0.3000          7
   0.70       8  strict    52.94%    50.00%    0.5143         17
   0.70       8     10    50.00%    47.06%    0.4848         16
   0.70       8     15    53.85%    43.75%    0.4828         13
   0.70       8     20    42.86%    23.08%    0.3000          7
   0.70      10  strict    58.33%    41.18%    0.4828         12
   0.70      10     10    50.00%    47.06%    0.4848         16
   0.70      10     15    53.85%    43.75%    0.4828         13
   0.70      10     20    42.86%    23.08%    0.3000          7
   0.70      12  strict    54.55%    37.50%    0.4444         11
   0.70      12     10    50.00%    47.06%    0.4848         16
   0.70      12     15    53.85%    43.75%    0.4828         13
   0.70      12     20    42.86%    23.08%    0.3000          7
   0.70      15  strict    50.00%    26.67%    0.3478          8
   0.70      15     10    50.00%    47.06%    0.4848         16
   0.70      15     15    53.85%    43.75%    0.4828         13
   0.70      15     20    42.86%    23.08%    0.3000          7

   0.80       5  strict    66.67%    57.14%    0.6154         18 <-- BEST F1
   0.80       5     10    53.85%    43.75%    0.4828         13
   0.80       5     15    62.50%    33.33%    0.4348          8
   0.80       5     20    60.00%    23.08%    0.3333          5
   0.80       8  strict    58.33%    41.18%    0.4828         12
   0.80       8     10    53.85%    43.75%    0.4828         13
   0.80       8     15    62.50%    33.33%    0.4348          8
   0.80       8     20    60.00%    23.08%    0.3333          5
   0.80      10  strict    66.67%    37.50%    0.4800          9
   0.80      10     10    53.85%    43.75%    0.4828         13
   0.80      10     15    62.50%    33.33%    0.4348          8
   0.80      10     20    60.00%    23.08%    0.3333          5
   0.80      12  strict    71.43%    33.33%    0.4545          7
   0.80      12     10    53.85%    43.75%    0.4828         13
   0.80      12     15    62.50%    33.33%    0.4348          8
   0.80      12     20    60.00%    23.08%    0.3333          5
   0.80      15  strict   100.00%    21.43%    0.3529          3
   0.80      15     10    58.33%    43.75%    0.5000         12
   0.80      15     15    62.50%    33.33%    0.4348          8
   0.80      15     20    60.00%    23.08%    0.3333          5

======================================================================
  === Formula: f9 (max_fusion) ===
  pad_start=0.5s  pad_end=1.0s  fill_ratio=65%
======================================================================
 Thresh   MinFr    Win      Prec       Rec        F1   Triggers
   0.40       5  strict    44.90%    97.78%    0.6154         98
   0.40       5     10    40.58%    96.55%    0.5714         69
   0.40       5     15    48.98%    96.00%    0.6486         49
   0.40       5     20    55.56%    90.91%    0.6897         36
   0.40       8  strict    53.62%    94.87%    0.6852         69
   0.40       8     10    40.58%    96.55%    0.5714         69
   0.40       8     15    48.98%    96.00%    0.6486         49
   0.40       8     20    55.56%    90.91%    0.6897         36
   0.40      10  strict    57.14%    94.12%    0.7111         56
   0.40      10     10    40.58%    96.55%    0.5714         69
   0.40      10     15    48.98%    96.00%    0.6486         49
   0.40      10     20    55.56%    90.91%    0.6897         36
   0.40      12  strict    60.47%    92.86%    0.7324         43
   0.40      12     10    40.30%    96.43%    0.5684         67
   0.40      12     15    48.98%    96.00%    0.6486         49
   0.40      12     20    55.56%    90.91%    0.6897         36
   0.40      15  strict    66.67%    86.96%    0.7547         30 <-- BEST F1
   0.40      15     10    45.00%    96.43%    0.6136         60
   0.40      15     15    48.98%    96.00%    0.6486         49
   0.40      15     20    55.56%    90.91%    0.6897         36

   0.50       5  strict    59.65%    94.44%    0.7312         57
   0.50       5     10    60.53%    92.00%    0.7302         38
   0.50       5     15    61.54%    80.00%    0.6957         26
   0.50       5     20    66.67%    70.59%    0.6857         18
   0.50       8  strict    64.86%    82.76%    0.7273         37
   0.50       8     10    60.53%    92.00%    0.7302         38
   0.50       8     15    61.54%    80.00%    0.6957         26
   0.50       8     20    66.67%    70.59%    0.6857         18
   0.50      10  strict    64.29%    75.00%    0.6923         28
   0.50      10     10    60.53%    92.00%    0.7302         38
   0.50      10     15    61.54%    80.00%    0.6957         26
   0.50      10     20    66.67%    70.59%    0.6857         18
   0.50      12  strict    66.67%    72.73%    0.6957         24
   0.50      12     10    58.82%    86.96%    0.7018         34
   0.50      12     15    61.54%    80.00%    0.6957         26
   0.50      12     20    66.67%    70.59%    0.6857         18
   0.50      15  strict    68.42%    68.42%    0.6842         19
   0.50      15     10    61.29%    82.61%    0.7037         31
   0.50      15     15    61.54%    80.00%    0.6957         26
   0.50      15     20    66.67%    70.59%    0.6857         18

   0.60       5  strict    62.50%    80.65%    0.7042         40
   0.60       5     10    67.86%    76.00%    0.7170         28
   0.60       5     15    60.00%    66.67%    0.6316         20
   0.60       5     20    62.50%    62.50%    0.6250         16
   0.60       8  strict    60.71%    73.91%    0.6667         28
   0.60       8     10    67.86%    76.00%    0.7170         28
   0.60       8     15    60.00%    66.67%    0.6316         20
   0.60       8     20    62.50%    62.50%    0.6250         16
   0.60      10  strict    59.09%    68.42%    0.6341         22
   0.60      10     10    67.86%    76.00%    0.7170         28
   0.60      10     15    60.00%    66.67%    0.6316         20
   0.60      10     20    62.50%    62.50%    0.6250         16
   0.60      12  strict    63.16%    66.67%    0.6486         19
   0.60      12     10    67.86%    76.00%    0.7170         28
   0.60      12     15    60.00%    66.67%    0.6316         20
   0.60      12     20    62.50%    62.50%    0.6250         16
   0.60      15  strict    64.29%    56.25%    0.6000         14
   0.60      15     10    64.00%    72.73%    0.6809         25
   0.60      15     15    60.00%    66.67%    0.6316         20
   0.60      15     20    62.50%    62.50%    0.6250         16

   0.70       5  strict    58.06%    75.00%    0.6545         31
   0.70       5     10    65.22%    71.43%    0.6818         23
   0.70       5     15    62.50%    62.50%    0.6250         16
   0.70       5     20    63.64%    50.00%    0.5600         11
   0.70       8  strict    63.64%    70.00%    0.6667         22
   0.70       8     10    65.22%    71.43%    0.6818         23
   0.70       8     15    62.50%    62.50%    0.6250         16
   0.70       8     20    63.64%    50.00%    0.5600         11
   0.70      10  strict    70.59%    63.16%    0.6667         17
   0.70      10     10    65.22%    71.43%    0.6818         23
   0.70      10     15    62.50%    62.50%    0.6250         16
   0.70      10     20    63.64%    50.00%    0.5600         11
   0.70      12  strict    64.29%    56.25%    0.6000         14
   0.70      12     10    61.90%    68.42%    0.6500         21
   0.70      12     15    62.50%    62.50%    0.6250         16
   0.70      12     20    63.64%    50.00%    0.5600         11
   0.70      15  strict    55.56%    33.33%    0.4167          9
   0.70      15     10    60.00%    66.67%    0.6316         20
   0.70      15     15    62.50%    62.50%    0.6250         16
   0.70      15     20    63.64%    50.00%    0.5600         11

   0.80       5  strict    68.42%    61.90%    0.6500         19
   0.80       5     10    57.14%    50.00%    0.5333         14
   0.80       5     15    66.67%    40.00%    0.5000          9
   0.80       5     20    60.00%    23.08%    0.3333          5
   0.80       8  strict    61.54%    47.06%    0.5333         13
   0.80       8     10    57.14%    50.00%    0.5333         14
   0.80       8     15    66.67%    40.00%    0.5000          9
   0.80       8     20    60.00%    23.08%    0.3333          5
   0.80      10  strict    70.00%    43.75%    0.5385         10
   0.80      10     10    57.14%    50.00%    0.5333         14
   0.80      10     15    66.67%    40.00%    0.5000          9
   0.80      10     20    60.00%    23.08%    0.3333          5
   0.80      12  strict    75.00%    40.00%    0.5217          8
   0.80      12     10    57.14%    50.00%    0.5333         14
   0.80      12     15    66.67%    40.00%    0.5000          9
   0.80      12     20    60.00%    23.08%    0.3333          5
   0.80      15  strict   100.00%    21.43%    0.3529          3
   0.80      15     10    61.54%    50.00%    0.5517         13
   0.80      15     15    66.67%    40.00%    0.5000          9
   0.80      15     20    60.00%    23.08%    0.3333          5

======================================================================
  === Formula: f10 (geo_mean) ===
  pad_start=0.5s  pad_end=1.0s  fill_ratio=65%
======================================================================
 Thresh   MinFr    Win      Prec       Rec        F1   Triggers
   0.40       5  strict    83.33%    65.22%    0.7317         18 <-- BEST F1
   0.40       5     10    81.82%    56.25%    0.6667         11
   0.40       5     15    80.00%    50.00%    0.6154         10
   0.40       5     20    85.71%    40.00%    0.5455          7
   0.40       8  strict    76.92%    55.56%    0.6452         13
   0.40       8     10    81.82%    56.25%    0.6667         11
   0.40       8     15    80.00%    50.00%    0.6154         10
   0.40       8     20    85.71%    40.00%    0.5455          7
   0.40      10  strict    70.00%    43.75%    0.5385         10
   0.40      10     10    81.82%    56.25%    0.6667         11
   0.40      10     15    80.00%    50.00%    0.6154         10
   0.40      10     20    85.71%    40.00%    0.5455          7
   0.40      12  strict    80.00%    28.57%    0.4211          5
   0.40      12     10    80.00%    50.00%    0.6154         10
   0.40      12     15    80.00%    50.00%    0.6154         10
   0.40      12     20    85.71%    40.00%    0.5455          7
   0.40      15  strict    75.00%    23.08%    0.3529          4
   0.40      15     10    80.00%    50.00%    0.6154         10
   0.40      15     15    80.00%    50.00%    0.6154         10
   0.40      15     20    85.71%    40.00%    0.5455          7

   0.50       5  strict   100.00%    43.75%    0.6087          7
   0.50       5     10   100.00%    53.33%    0.6957          8
   0.50       5     15   100.00%    35.71%    0.5263          5
   0.50       5     20   100.00%    23.08%    0.3750          3
   0.50       8  strict   100.00%    28.57%    0.4444          4
   0.50       8     10   100.00%    53.33%    0.6957          8
   0.50       8     15   100.00%    35.71%    0.5263          5
   0.50       8     20   100.00%    23.08%    0.3750          3
   0.50      10  strict   100.00%    15.38%    0.2667          2
   0.50      10     10   100.00%    53.33%    0.6957          8
   0.50      10     15   100.00%    35.71%    0.5263          5
   0.50      10     20   100.00%    23.08%    0.3750          3
   0.50      12  strict   100.00%     7.69%    0.1429          1
   0.50      12     10   100.00%    40.00%    0.5714          6
   0.50      12     15   100.00%    35.71%    0.5263          5
   0.50      12     20   100.00%    23.08%    0.3750          3
   0.50      15  strict   100.00%     7.69%    0.1429          1
   0.50      15     10   100.00%    35.71%    0.5263          5
   0.50      15     15   100.00%    35.71%    0.5263          5
   0.50      15     20   100.00%    23.08%    0.3750          3

   0.60       5  strict   100.00%    31.25%    0.4762          5
   0.60       5     10   100.00%    20.00%    0.3333          3
   0.60       5     15   100.00%    14.29%    0.2500          2
   0.60       5     20   100.00%     7.69%    0.1429          1
   0.60       8  strict   100.00%     7.69%    0.1429          1
   0.60       8     10   100.00%    20.00%    0.3333          3
   0.60       8     15   100.00%    14.29%    0.2500          2
   0.60       8     20   100.00%     7.69%    0.1429          1
   0.60      10  strict   100.00%     7.69%    0.1429          1
   0.60      10     10   100.00%    20.00%    0.3333          3
   0.60      10     15   100.00%    14.29%    0.2500          2
   0.60      10     20   100.00%     7.69%    0.1429          1
   0.60      12  strict   100.00%     7.69%    0.1429          1
   0.60      12     10   100.00%    20.00%    0.3333          3
   0.60      12     15   100.00%    14.29%    0.2500          2
   0.60      12     20   100.00%     7.69%    0.1429          1
   0.60      15  strict   100.00%     7.69%    0.1429          1
   0.60      15     10   100.00%     7.69%    0.1429          1
   0.60      15     15   100.00%    14.29%    0.2500          2
   0.60      15     20   100.00%     7.69%    0.1429          1

   0.70       5  strict   100.00%    14.29%    0.2500          2
   0.70       5     10   100.00%    14.29%    0.2500          2
   0.70       5     15     0.00%     0.00%    0.0000          0
   0.70       5     20     0.00%     0.00%    0.0000          0
   0.70       8  strict     0.00%     0.00%    0.0000          0
   0.70       8     10   100.00%    14.29%    0.2500          2
   0.70       8     15     0.00%     0.00%    0.0000          0
   0.70       8     20     0.00%     0.00%    0.0000          0
   0.70      10  strict     0.00%     0.00%    0.0000          0
   0.70      10     10   100.00%    14.29%    0.2500          2
   0.70      10     15     0.00%     0.00%    0.0000          0
   0.70      10     20     0.00%     0.00%    0.0000          0
   0.70      12  strict     0.00%     0.00%    0.0000          0
   0.70      12     10   100.00%    14.29%    0.2500          2
   0.70      12     15     0.00%     0.00%    0.0000          0
   0.70      12     20     0.00%     0.00%    0.0000          0
   0.70      15  strict     0.00%     0.00%    0.0000          0
   0.70      15     10   100.00%    14.29%    0.2500          2
   0.70      15     15     0.00%     0.00%    0.0000          0
   0.70      15     20     0.00%     0.00%    0.0000          0

   0.80       5  strict     0.00%     0.00%    0.0000          0
   0.80       5     10     0.00%     0.00%    0.0000          0
   0.80       5     15     0.00%     0.00%    0.0000          0
   0.80       5     20     0.00%     0.00%    0.0000          0
   0.80       8  strict     0.00%     0.00%    0.0000          0
   0.80       8     10     0.00%     0.00%    0.0000          0
   0.80       8     15     0.00%     0.00%    0.0000          0
   0.80       8     20     0.00%     0.00%    0.0000          0
   0.80      10  strict     0.00%     0.00%    0.0000          0
   0.80      10     10     0.00%     0.00%    0.0000          0
   0.80      10     15     0.00%     0.00%    0.0000          0
   0.80      10     20     0.00%     0.00%    0.0000          0
   0.80      12  strict     0.00%     0.00%    0.0000          0
   0.80      12     10     0.00%     0.00%    0.0000          0
   0.80      12     15     0.00%     0.00%    0.0000          0
   0.80      12     20     0.00%     0.00%    0.0000          0
   0.80      15  strict     0.00%     0.00%    0.0000          0
   0.80      15     10     0.00%     0.00%    0.0000          0
   0.80      15     15     0.00%     0.00%    0.0000          0
   0.80      15     20     0.00%     0.00%    0.0000          0

======================================================================
  === Formula: f11 (hs-anger) ===
  pad_start=0.5s  pad_end=1.0s  fill_ratio=65%
======================================================================
 Thresh   MinFr    Win      Prec       Rec        F1   Triggers
   0.40       5  strict    72.73%    96.97%    0.8312         44
   0.40       5     10    67.57%    96.15%    0.7937         37
   0.40       5     15    80.00%    90.91%    0.8511         25
   0.40       5     20    76.47%    81.25%    0.7879         17
   0.40       8  strict    79.17%    82.61%    0.8085         24
   0.40       8     10    67.57%    96.15%    0.7937         37
   0.40       8     15    80.00%    90.91%    0.8511         25
   0.40       8     20    76.47%    81.25%    0.7879         17
   0.40      10  strict    83.33%    75.00%    0.7895         18
   0.40      10     10    67.57%    96.15%    0.7937         37
   0.40      10     15    80.00%    90.91%    0.8511         25
   0.40      10     20    76.47%    81.25%    0.7879         17
   0.40      12  strict    90.91%    62.50%    0.7407         11
   0.40      12     10    68.57%    96.00%    0.8000         35
   0.40      12     15    80.00%    90.91%    0.8511         25
   0.40      12     20    76.47%    81.25%    0.7879         17
   0.40      15  strict    88.89%    53.33%    0.6667          9
   0.40      15     10    79.31%    95.83%    0.8679         29 <-- BEST F1
   0.40      15     15    80.00%    90.91%    0.8511         25
   0.40      15     20    76.47%    81.25%    0.7879         17

   0.50       5  strict    83.33%    83.33%    0.8333         24
   0.50       5     10    90.48%    82.61%    0.8636         21
   0.50       5     15    84.62%    61.11%    0.7097         13
   0.50       5     20    85.71%    42.86%    0.5714          7
   0.50       8  strict    84.62%    61.11%    0.7097         13
   0.50       8     10    90.48%    82.61%    0.8636         21
   0.50       8     15    84.62%    61.11%    0.7097         13
   0.50       8     20    85.71%    42.86%    0.5714          7
   0.50      10  strict    88.89%    50.00%    0.6400          9
   0.50      10     10    90.48%    82.61%    0.8636         21
   0.50      10     15    84.62%    61.11%    0.7097         13
   0.50      10     20    85.71%    42.86%    0.5714          7
   0.50      12  strict    87.50%    46.67%    0.6087          8
   0.50      12     10    88.89%    80.00%    0.8421         18
   0.50      12     15    84.62%    61.11%    0.7097         13
   0.50      12     20    85.71%    42.86%    0.5714          7
   0.50      15  strict    83.33%    35.71%    0.5000          6
   0.50      15     10    86.67%    65.00%    0.7429         15
   0.50      15     15    84.62%    61.11%    0.7097         13
   0.50      15     20    85.71%    42.86%    0.5714          7

   0.60       5  strict    86.67%    65.00%    0.7429         15
   0.60       5     10    90.91%    58.82%    0.7143         11
   0.60       5     15    85.71%    40.00%    0.5455          7
   0.60       5     20    80.00%    30.77%    0.4444          5
   0.60       8  strict   100.00%    35.71%    0.5263          5
   0.60       8     10    90.91%    58.82%    0.7143         11
   0.60       8     15    85.71%    40.00%    0.5455          7
   0.60       8     20    80.00%    30.77%    0.4444          5
   0.60      10  strict   100.00%    30.77%    0.4706          4
   0.60      10     10    90.91%    58.82%    0.7143         11
   0.60      10     15    85.71%    40.00%    0.5455          7
   0.60      10     20    80.00%    30.77%    0.4444          5
   0.60      12  strict   100.00%    30.77%    0.4706          4
   0.60      12     10    90.00%    56.25%    0.6923         10
   0.60      12     15    85.71%    40.00%    0.5455          7
   0.60      12     20    80.00%    30.77%    0.4444          5
   0.60      15  strict   100.00%    23.08%    0.3750          3
   0.60      15     10    88.89%    50.00%    0.6400          9
   0.60      15     15    85.71%    40.00%    0.5455          7
   0.60      15     20    80.00%    30.77%    0.4444          5

   0.70       5  strict   100.00%    43.75%    0.6087          7
   0.70       5     10   100.00%    46.67%    0.6364          7
   0.70       5     15   100.00%    30.77%    0.4706          4
   0.70       5     20   100.00%    23.08%    0.3750          3
   0.70       8  strict   100.00%    35.71%    0.5263          5
   0.70       8     10   100.00%    46.67%    0.6364          7
   0.70       8     15   100.00%    30.77%    0.4706          4
   0.70       8     20   100.00%    23.08%    0.3750          3
   0.70      10  strict   100.00%    28.57%    0.4444          4
   0.70      10     10   100.00%    46.67%    0.6364          7
   0.70      10     15   100.00%    30.77%    0.4706          4
   0.70      10     20   100.00%    23.08%    0.3750          3
   0.70      12  strict   100.00%    23.08%    0.3750          3
   0.70      12     10   100.00%    35.71%    0.5263          5
   0.70      12     15   100.00%    30.77%    0.4706          4
   0.70      12     20   100.00%    23.08%    0.3750          3
   0.70      15  strict   100.00%     7.69%    0.1429          1
   0.70      15     10   100.00%    35.71%    0.5263          5
   0.70      15     15   100.00%    30.77%    0.4706          4
   0.70      15     20   100.00%    23.08%    0.3750          3

   0.80       5  strict   100.00%     7.69%    0.1429          1
   0.80       5     10   100.00%     7.69%    0.1429          1
   0.80       5     15   100.00%     7.69%    0.1429          1
   0.80       5     20     0.00%     0.00%    0.0000          0
   0.80       8  strict   100.00%     7.69%    0.1429          1
   0.80       8     10   100.00%     7.69%    0.1429          1
   0.80       8     15   100.00%     7.69%    0.1429          1
   0.80       8     20     0.00%     0.00%    0.0000          0
   0.80      10  strict   100.00%     7.69%    0.1429          1
   0.80      10     10   100.00%     7.69%    0.1429          1
   0.80      10     15   100.00%     7.69%    0.1429          1
   0.80      10     20     0.00%     0.00%    0.0000          0
   0.80      12  strict   100.00%     7.69%    0.1429          1
   0.80      12     10   100.00%     7.69%    0.1429          1
   0.80      12     15   100.00%     7.69%    0.1429          1
   0.80      12     20     0.00%     0.00%    0.0000          0
   0.80      15  strict     0.00%     0.00%    0.0000          0
   0.80      15     10   100.00%     7.69%    0.1429          1
   0.80      15     15   100.00%     7.69%    0.1429          1
   0.80      15     20     0.00%     0.00%    0.0000          0


======================================================================
  --- Best Config Per Formula ---
======================================================================
Formula     Label          Thresh   MinFr     Win      Prec       Rec        F1
hs_fear     raw_hs           0.50       5      10    90.91%    86.96%    0.8889
f0          f0               0.40       5      10    78.95%    78.95%    0.7895
f1          f1               0.40       5  strict    82.14%    85.19%    0.8364
f2          f2               0.40       8  strict    84.62%    57.89%    0.6875
f3          f3               0.40       5  strict    92.59%    86.21%    0.8929  <-- BEST
f4          f4               0.40       5  strict    87.50%    84.00%    0.8571
f5          f5               0.40       5  strict   100.00%    66.67%    0.8000
f6          f6               0.40       5  strict    85.71%    81.82%    0.8372
f7          hs_only          0.50       5      10    90.91%    86.96%    0.8889
f8          mp_only          0.80       5  strict    66.67%    57.14%    0.6154
f9          max_fusion       0.40      15  strict    66.67%    86.96%    0.7547
f10         geo_mean         0.40       5  strict    83.33%    65.22%    0.7317
f11         hs-anger         0.40      15      10    79.31%    95.83%    0.8679

